Nanno_30cm_BIO_ANN_AVE_1,Nanno_30cm_BIO_WIN_AVE,Nanno_30cm_BIO_SPR_AVE,Nanno_30cm_BIO_SUM_AVE,Nanno_30cm_BIO_FAL_AVE,ID,GRIDCODE
6.317,0,2.117,19.95,3.203,1088,14
6.259,0,2.373,19.343,3.323,1088,14
6.259,0,2.373,19.343,3.323,1088,14
6.494,0,2.92,19.393,3.663,1088,14
6.494,0,2.92,19.393,3.663,1088,14
5.244,0,1.84,16.447,2.69,1088,14
5.244,0,1.84,16.447,2.69,1088,14
4.827,0,1.657,15.207,2.443,1088,14
4.827,0,1.657,15.207,2.443,1088,14
3.656,0,1.333,11.563,1.73,1054,14
3.656,0,1.333,11.563,1.73,1054,14
4.047,0,1.617,12.493,2.077,1054,14
4.047,0,1.617,12.493,2.077,1054,14
4.51,0,2.09,13.43,2.52,1054,14
4.51,0,2.09,13.43,2.52,1054,14
5.264,0,3.197,14.74,3.123,1054,14
5.264,0,3.197,14.74,3.123,1054,14
5.042,0,3.317,13.8,3.05,1054,14
7.148,0.003,2.813,19.747,6.03,1088,14
7.148,0.003,2.813,19.747,6.03,1088,14
6.763,0,1.86,20.003,5.187,1088,14
6.763,0,1.86,20.003,5.187,1088,14
7.673,0,2.85,22.223,5.62,1088,14
7.267,0,2.623,21.733,4.71,1088,14
7.195,0,2.997,21.377,4.407,1088,14
7.195,0,2.997,21.377,4.407,1088,14
8.18,0,4.637,22.743,5.34,1088,14
8.18,0,4.637,22.743,5.34,1088,14
7.447,0,3.857,21.29,4.64,1088,14
7.447,0,3.857,21.29,4.64,1088,14
7.708,0,4.477,21.417,4.943,1088,14
7.708,0,4.477,21.417,4.943,1088,14
7.091,0,3.89,20.06,4.413,1088,14
7.091,0,3.89,20.06,4.413,1088,14
6.77,0,3.613,19.21,4.257,1088,14
6.77,0,3.613,19.21,4.257,1088,14
6.014,0,2.713,17.713,3.63,1088,14
6.014,0,2.713,17.713,3.63,1088,14
5.779,0,2.373,17.273,3.473,1088,14
5.779,0,2.373,17.273,3.473,1088,14
5.478,0,2.157,16.657,3.1,1088,14
6.09,0,2.91,17.87,3.58,1088,14
6.09,0,2.91,17.87,3.58,1088,14
5.075,0,2.177,15.567,2.557,1088,14
3.496,0,0.993,11.5,1.49,1088,14
5.315,0,2.477,15.71,3.073,1088,14
4.573,0,1.957,13.933,2.403,1054,14
3.708,0,1.307,11.727,1.8,1054,14
3.708,0,1.307,11.727,1.8,1054,14
3.366,0,1.13,10.833,1.5,1054,14
4.47,0,2.127,13.267,2.487,1054,14
4.47,0,2.127,13.267,2.487,1054,14
4.9,0,2.883,13.807,2.913,1054,14
4.9,0,2.883,13.807,2.913,1054,14
7.148,0.003,2.813,19.747,6.03,1088,14
6.763,0,1.86,20.003,5.187,1088,14
6.763,0,1.86,20.003,5.187,1088,14
7.673,0,2.85,22.223,5.62,1088,14
7.673,0,2.85,22.223,5.62,1088,14
7.267,0,2.623,21.733,4.71,1088,14
7.267,0,2.623,21.733,4.71,1088,14
7.195,0,2.997,21.377,4.407,1088,14
7.195,0,2.997,21.377,4.407,1088,14
8.18,0,4.637,22.743,5.34,1088,14
8.18,0,4.637,22.743,5.34,1088,14
7.447,0,3.857,21.29,4.64,1088,14
7.447,0,3.857,21.29,4.64,1088,14
7.708,0,4.477,21.417,4.943,1088,14
7.708,0,4.477,21.417,4.943,1088,14
7.091,0,3.89,20.06,4.413,1088,14
7.091,0,3.89,20.06,4.413,1088,14
6.77,0,3.613,19.21,4.257,1088,14
6.77,0,3.613,19.21,4.257,1088,14
6.014,0,2.713,17.713,3.63,1088,14
6.014,0,2.713,17.713,3.63,1088,14
5.779,0,2.373,17.273,3.473,1088,14
5.779,0,2.373,17.273,3.473,1088,14
5.478,0,2.157,16.657,3.1,1088,14
5.478,0,2.157,16.657,3.1,1088,14
6.09,0,2.91,17.87,3.58,1088,14
6.09,0,2.91,17.87,3.58,1088,14
5.075,0,2.177,15.567,2.557,1088,14
5.075,0,2.177,15.567,2.557,1088,14
4.328,0,1.56,13.79,1.963,1088,14
4.328,0,1.56,13.79,1.963,1088,14
3.596,0,1.05,11.85,1.483,1088,14
3.596,0,1.05,11.85,1.483,1088,14
3.496,0,0.993,11.5,1.49,1088,14
3.496,0,0.993,11.5,1.49,1088,14
4.573,0,1.957,13.933,2.403,1054,14
4.573,0,1.957,13.933,2.403,1054,14
3.708,0,1.307,11.727,1.8,1054,14
3.708,0,1.307,11.727,1.8,1054,14
3.366,0,1.13,10.833,1.5,1054,14
3.366,0,1.13,10.833,1.5,1054,14
4.47,0,2.127,13.267,2.487,1054,14
4.47,0,2.127,13.267,2.487,1054,14
4.9,0,2.883,13.807,2.913,1054,14
8.003,0,3.727,21.62,6.667,1088,14
5.901,0,1.777,17.713,4.117,1088,14
5.278,0,1.347,16.28,3.487,1088,14
5.278,0,1.347,16.28,3.487,1088,14
5.806,0,2.053,17.483,3.687,1088,14
5.806,0,2.053,17.483,3.687,1088,14
5.749,0,1.983,17.563,3.447,1088,14
5.749,0,1.983,17.563,3.447,1088,14
7.323,0,3.883,20.653,4.753,1088,14
7.323,0,3.883,20.653,4.753,1088,14
6.823,0,3.363,19.567,4.36,1088,14
6.823,0,3.363,19.567,4.36,1088,14
6.378,0,3.083,18.507,3.927,1088,14
6.378,0,3.083,18.507,3.927,1088,14
6.355,0,2.97,18.473,3.977,1088,14
6.355,0,2.97,18.473,3.977,1088,14
6.332,0,2.93,18.317,4.08,1088,14
6.332,0,2.93,18.317,4.08,1088,14
6.526,0,3.46,18.33,4.317,1088,14
5.95,0,3.137,17.08,3.58,1088,14
5.95,0,3.137,17.08,3.58,1088,14
5.7,0,2.897,16.447,3.457,1088,14
5.7,0,2.897,16.447,3.457,1088,14
4.113,0,1.54,12.817,2.097,1088,14
4.113,0,1.54,12.817,2.097,1088,14
4.88,0,2.223,14.41,2.89,1088,14
4.88,0,2.223,14.41,2.89,1088,14
4.173,0,1.687,12.643,2.36,1088,14
3.489,0,1.417,10.827,1.717,1054,14
3.489,0,1.417,10.827,1.717,1054,14
3.248,0,1.25,10.19,1.553,1054,14
3.248,0,1.25,10.19,1.553,1054,14
4.598,0,2.433,13.293,2.663,1054,14
4.598,0,2.433,13.293,2.663,1054,14
8.129,0.027,7.843,17.923,6.72,1023,14
8.003,0,3.727,21.62,6.667,1088,14
5.901,0,1.777,17.713,4.117,1088,14
5.901,0,1.777,17.713,4.117,1088,14
5.278,0,1.347,16.28,3.487,1088,14
5.806,0,2.053,17.483,3.687,1088,14
5.806,0,2.053,17.483,3.687,1088,14
5.749,0,1.983,17.563,3.447,1088,14
5.749,0,1.983,17.563,3.447,1088,14
7.323,0,3.883,20.653,4.753,1088,14
7.323,0,3.883,20.653,4.753,1088,14
6.823,0,3.363,19.567,4.36,1088,14
6.823,0,3.363,19.567,4.36,1088,14
6.378,0,3.083,18.507,3.927,1088,14
6.378,0,3.083,18.507,3.927,1088,14
6.355,0,2.97,18.473,3.977,1088,14
6.355,0,2.97,18.473,3.977,1088,14
6.332,0,2.93,18.317,4.08,1088,14
6.332,0,2.93,18.317,4.08,1088,14
6.32,0,3.017,18.19,4.077,1088,14
6.32,0,3.017,18.19,4.077,1088,14
6.526,0,3.46,18.33,4.317,1088,14
5.95,0,3.137,17.08,3.58,1088,14
5.7,0,2.897,16.447,3.457,1088,14
4.113,0,1.54,12.817,2.097,1088,14
4.113,0,1.54,12.817,2.097,1088,14
4.88,0,2.223,14.41,2.89,1088,14
4.88,0,2.223,14.41,2.89,1088,14
3.489,0,1.417,10.827,1.717,1054,14
3.248,0,1.25,10.19,1.553,1054,14
10.733,0.097,11.15,21.357,10.33,1088,14
5.409,0,1.643,15.623,4.37,1088,14
5.409,0,1.643,15.623,4.37,1088,14
5.379,0,1.387,16.03,4.1,1088,14
5.379,0,1.387,16.03,4.1,1088,14
4.446,0,1.027,13.87,2.89,1088,14
5.756,0,2.187,16.983,3.857,1088,14
4.748,0,1.383,14.817,2.79,1088,14
4.748,0,1.383,14.817,2.79,1088,14
5.247,0,1.723,16.06,3.207,1088,14
5.247,0,1.723,16.06,3.207,1088,14
5.84,0,2.353,17.44,3.57,1088,14
5.84,0,2.353,17.44,3.57,1088,14
4.996,0,1.777,15.263,2.94,1088,14
4.996,0,1.777,15.263,2.94,1088,14
4.588,0,1.543,14.107,2.703,1088,14
4.588,0,1.543,14.107,2.703,1088,14
4.699,0,1.723,14.21,2.863,1088,14
4.699,0,1.723,14.21,2.863,1088,14
5.58,0,2.493,16.133,3.697,1088,14
5.984,0,3.313,16.663,3.963,1088,14
5.984,0,3.313,16.663,3.963,1088,14
4.953,0,2.62,14.127,3.067,1088,14
4.953,0,2.62,14.127,3.067,1088,14
4.757,0,2.527,13.553,2.95,1088,14
4.757,0,2.527,13.553,2.95,1088,14
6.049,0,3.957,15.977,4.263,1088,14
6.049,0,3.957,15.977,4.263,1088,14
4.003,0,2.14,11.517,2.353,1088,14
5.133,0,3.113,13.85,3.567,1054,14
5.409,0,1.643,15.623,4.37,1088,14
5.379,0,1.387,16.03,4.1,1088,14
4.446,0,1.027,13.87,2.89,1088,14
4.446,0,1.027,13.87,2.89,1088,14
5.756,0,2.187,16.983,3.857,1088,14
5.756,0,2.187,16.983,3.857,1088,14
4.748,0,1.383,14.817,2.79,1088,14
5.84,0,2.353,17.44,3.57,1088,14
5.84,0,2.353,17.44,3.57,1088,14
4.996,0,1.777,15.263,2.94,1088,14
4.588,0,1.543,14.107,2.703,1088,14
4.588,0,1.543,14.107,2.703,1088,14
4.699,0,1.723,14.21,2.863,1088,14
4.699,0,1.723,14.21,2.863,1088,14
5.58,0,2.493,16.133,3.697,1088,14
5.58,0,2.493,16.133,3.697,1088,14
4.953,0,2.62,14.127,3.067,1088,14
4.953,0,2.62,14.127,3.067,1088,14
3.105,0,1.353,9.403,1.667,1079,14
4.868,0,1.453,14.31,3.707,1088,14
4.868,0,1.453,14.31,3.707,1088,14
5.164,0,1.837,14.997,3.823,1088,14
5.164,0,1.837,14.997,3.823,1088,14
5.343,0,1.903,15.67,3.8,1088,14
5.343,0,1.903,15.67,3.8,1088,14
6.738,0,3.333,18.44,5.18,1088,14
7.865,0,5.34,19.65,6.47,1088,14
7.618,0,5.323,18.853,6.297,1088,14
5.968,0,4.027,15.047,4.803,1088,14
3.93,0,2.027,11.113,2.58,1079,14
5.743,0,2.3,15.923,4.75,1086,14
5.164,0,1.837,14.997,3.823,1088,14
5.164,0,1.837,14.997,3.823,1088,14
5.343,0,1.903,15.67,3.8,1088,14
5.343,0,1.903,15.67,3.8,1088,14
6.738,0,3.333,18.44,5.18,1088,14
6.738,0,3.333,18.44,5.18,1088,14
5.022,0,2.07,14.583,3.437,1088,14
9.377,0.18,9.983,18.663,8.677,1093,14
10.692,0.113,10.747,21.367,10.537,1099,14
10.692,0.113,10.747,21.367,10.537,1099,14
5.813,0,3.157,15.717,4.38,1122,14
7.412,0.02,6.597,16.477,6.557,1100,14
5.813,0,3.157,15.717,4.38,1122,14
5.813,0,3.157,15.717,4.38,1122,14
7.379,0,5.297,17.947,6.273,1146,14
6.8,0,4.893,16.5,5.807,1146,14
6.8,0,4.893,16.5,5.807,1146,14
6.848,0,5.127,16.403,5.863,1146,14
7.214,0.007,5.917,16.69,6.247,1123,14
6.638,0.013,5.713,15.133,5.69,1129,14
9,0.053,7.817,19.02,9.107,1146,14
9.137,0,7.147,23.143,6.257,825,14
14.16,0.667,17.857,25.61,12.503,804,14
12.314,0.113,13.783,25.793,9.567,804,14
7.461,0,4.757,21.457,3.63,794,14
8.361,0,6.047,22.353,5.043,784,14
19.667,19.553,19.53,19.267,20.32,1816,14
18.734,19.973,19.167,15.427,20.37,1816,14
19.119,20.82,20.39,15.24,20.027,1832,14
14.249,18.37,15.57,6.967,16.087,1860,14
16.463,20.437,18.443,8.95,18.02,1961,14
15.396,17.617,15.503,10.427,18.037,1961,14
15.396,17.617,15.503,10.427,18.037,1961,14
17.049,20.18,18.233,10.453,19.333,1961,14
17.049,20.18,18.233,10.453,19.333,1961,14
14.298,17.403,14.5,8.133,17.157,1961,14
14.298,17.403,14.5,8.133,17.157,1961,14
13.062,16.603,13.263,6.67,15.71,1961,14
14.298,17.403,14.5,8.133,17.157,1961,14
14.298,17.403,14.5,8.133,17.157,1961,14
13.062,16.603,13.263,6.67,15.71,1963,14
14.865,18.41,15.177,7.427,18.45,1971,14
14.865,18.41,15.177,7.427,18.45,1983,14
12.614,16.22,12.36,5.083,16.79,1983,14
18.412,20.843,18.99,13.207,20.607,2022,14
13.978,18.463,13.603,5.56,18.287,2022,14
13.978,18.463,13.603,5.56,18.287,2022,14
13.978,18.463,13.603,5.56,18.287,2022,14
16.858,20.167,16.957,10.13,20.177,2022,14
14.212,19.32,14.107,5.017,18.4,2022,14
14.212,19.32,14.107,5.017,18.4,2022,14
17.308,20.807,17.407,9.543,21.473,2027,14
14.248,21.447,13.69,2.553,19.297,2064,14
15.362,22.42,15.46,2.76,20.803,2138,14
14.011,23.047,12.493,0.923,19.583,2203,14
14.011,23.047,12.493,0.923,19.583,2203,14
13.019,23.11,10.67,0.367,17.933,2203,14
13.019,23.11,10.67,0.367,17.933,2203,14
16.035,22.113,15.877,4.833,21.32,2203,14
13.019,23.11,10.67,0.367,17.933,2203,14
13.019,23.11,10.67,0.367,17.933,2203,14
13.748,23.163,12.047,0.727,19.06,2203,14
13.748,23.163,12.047,0.727,19.06,2203,14
12.981,22.943,10.9,0.48,17.6,2203,14
11.993,23.603,9.523,0.18,14.67,2326,14
11.004,23.757,8.017,0.007,12.237,2424,14
10.976,23.737,8.077,0.007,12.087,2424,14
12.653,23.58,10.043,0.48,16.51,2424,14
10.976,23.737,8.077,0.007,12.087,2424,14
11.693,23.49,8.537,0.097,14.65,2424,14
11.848,23.71,9.033,0.06,14.593,2424,14
11.693,23.49,8.537,0.097,14.65,2424,14
11.129,22.967,7.927,0.047,13.573,2424,14
11.129,22.967,7.927,0.047,13.573,2424,14
11.569,23.28,8.67,0.047,14.28,2424,14
10.256,22.25,7.02,0.017,11.737,2424,14
11.276,23,8.197,0.047,13.863,2424,14
0,0,0,0,0,2424,14
